12001,350,21.000000,10000.000000,0,0,8827172,791,19,791,19,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827172,791,19,791,19,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827175,791,19,791,19,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827178,791,19,791,19,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827181,791,20,791,20,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827184,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827186,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827189,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827192,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827195,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827197,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827200,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827203,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827206,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827208,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827211,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827214,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827217,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827220,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827222,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827225,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827228,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827231,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827234,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827236,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827239,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827242,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827245,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827247,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827250,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827253,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827256,791,21,791,21,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827259,791,22,791,22,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827261,791,22,791,22,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827264,791,22,791,22,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827267,791,23,791,23,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827270,791,23,791,23,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827273,791,24,791,24,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827275,791,25,791,25,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827278,791,26,791,26,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827281,791,27,791,27,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827284,791,28,791,28,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827286,791,29,791,29,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827289,791,30,791,30,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827292,791,31,791,31,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827295,791,32,791,32,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827298,791,33,791,33,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827300,790,34,790,34,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827303,790,35,790,35,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827306,789,37,789,37,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827309,789,39,789,39,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827312,789,41,789,41,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827315,789,42,789,42,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827318,788,45,788,45,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827321,787,48,787,48,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827323,786,49,786,49,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827326,786,50,786,50,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827329,786,52,786,52,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827332,785,54,785,54,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827335,784,55,784,55,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827338,784,56,784,56,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827341,784,58,784,58,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827343,783,59,783,59,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827346,782,60,782,60,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827349,781,61,781,61,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827352,781,63,781,63,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827355,780,63,780,63,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827358,780,65,780,65,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827360,779,66,779,66,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827363,779,67,779,67,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827366,778,68,778,68,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827369,778,69,778,69,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827372,778,69,778,69,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827374,778,69,778,69,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827377,778,69,778,69,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827380,778,69,778,69,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827383,778,70,778,70,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827385,778,70,778,70,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827388,778,70,778,70,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827391,778,70,778,70,1,1,5,0
12001,350,21.000000,10000.000000,0,0,8827402,778,70,778,70,1,1,5,0
