104,500,30.000000,10000.000000,0,1,787,0,0,0
104,1000,30.000000,0.000000,0,1,902,0,0,1
104,500,30.000000,60.000000,0,1,769,1,0,2
104,1000,30.000000,10000.000000,0,1,637,0,0,3
104,500,30.000000,0.000000,0,1,624,0,0,4
104,1000,30.000000,60.000000,0,1,654,0,0,5
104,1000,30.000000,0.000000,0,1,748,0,1,0
104,1000,30.000000,10000.000000,0,1,701,0,1,1
104,500,30.000000,10000.000000,0,1,478,0,1,2
104,1000,30.000000,60.000000,0,1,635,0,1,3
104,500,30.000000,0.000000,0,1,602,0,1,4
104,500,30.000000,60.000000,0,1,487,0,1,5
104,1000,30.000000,10000.000000,0,1,520,0,2,0
104,1000,30.000000,0.000000,0,1,809,0,2,1
104,500,30.000000,10000.000000,0,1,658,0,2,2
104,500,30.000000,60.000000,0,1,589,0,2,3
104,500,30.000000,0.000000,0,1,655,0,2,4
104,1000,30.000000,60.000000,0,1,498,0,2,5
104,500,30.000000,10000.000000,0,1,588,1,3,0
104,500,30.000000,60.000000,0,1,519,0,3,1
104,500,30.000000,0.000000,0,1,500,0,3,2
104,1000,30.000000,10000.000000,0,1,507,1,3,3
104,1000,30.000000,0.000000,0,1,690,0,3,4
104,1000,30.000000,60.000000,0,1,693,1,3,5
104,1000,30.000000,0.000000,0,1,738,0,4,0
104,500,30.000000,0.000000,0,1,541,0,4,1
104,1000,30.000000,60.000000,0,1,858,0,4,2
104,1000,30.000000,10000.000000,0,1,708,0,4,3
104,500,30.000000,60.000000,0,1,522,0,4,4
104,500,30.000000,10000.000000,0,1,627,0,4,5
104,500,30.000000,0.000000,0,1,531,1,5,0
104,1000,30.000000,60.000000,0,1,620,0,5,1
104,500,30.000000,60.000000,0,1,578,0,5,2
104,1000,30.000000,0.000000,0,1,533,0,5,3
104,1000,30.000000,10000.000000,0,1,721,1,5,4
104,500,30.000000,10000.000000,0,1,492,0,5,5
104,500,30.000000,10000.000000,0,1,541,0,6,0
104,500,30.000000,60.000000,0,1,482,0,6,1
104,500,30.000000,0.000000,0,1,617,0,6,2
104,1000,30.000000,60.000000,0,1,852,0,6,3
104,1000,30.000000,0.000000,0,1,848,1,6,4
104,1000,30.000000,10000.000000,0,1,636,0,6,5
104,1000,30.000000,0.000000,0,1,673,0,7,0
104,1000,30.000000,60.000000,0,1,708,0,7,1
104,1000,30.000000,10000.000000,0,1,652,0,7,2
104,500,30.000000,0.000000,0,1,455,0,7,3
104,500,30.000000,10000.000000,0,1,460,0,7,4
104,500,30.000000,60.000000,0,1,602,0,7,5
104,500,30.000000,0.000000,0,1,535,0,8,0
104,500,30.000000,10000.000000,0,1,693,0,8,1
104,1000,30.000000,60.000000,0,1,499,0,8,2
104,1000,30.000000,0.000000,0,1,610,0,8,3
104,500,30.000000,60.000000,0,1,457,0,8,4
104,1000,30.000000,10000.000000,0,1,534,0,8,5
104,1000,30.000000,0.000000,0,1,908,0,9,0
104,500,30.000000,0.000000,0,1,485,0,9,1
104,1000,30.000000,10000.000000,0,1,589,0,9,2
104,500,30.000000,60.000000,0,1,535,0,9,3
104,500,30.000000,10000.000000,0,1,512,0,9,4
104,1000,30.000000,60.000000,0,1,603,0,9,5
104,500,30.000000,60.000000,0,1,535,1,10,0
104,1000,30.000000,0.000000,0,1,541,0,10,1
104,500,30.000000,0.000000,0,1,672,0,10,2
104,1000,30.000000,10000.000000,0,1,734,0,10,3
104,500,30.000000,10000.000000,0,1,450,0,10,4
104,1000,30.000000,60.000000,0,1,595,0,10,5
104,1000,30.000000,60.000000,0,1,715,0,11,0
104,1000,30.000000,10000.000000,0,1,542,0,11,1
104,500,30.000000,0.000000,0,1,576,0,11,2
104,500,30.000000,60.000000,0,1,684,0,11,3
104,500,30.000000,10000.000000,0,1,585,0,11,4
104,1000,30.000000,0.000000,0,1,508,0,11,5
104,500,30.000000,0.000000,0,1,534,0,12,0
104,1000,30.000000,10000.000000,0,1,568,0,12,1
104,500,30.000000,10000.000000,0,1,499,0,12,2
104,1000,30.000000,60.000000,0,1,493,0,12,3
104,500,30.000000,60.000000,0,1,512,0,12,4
104,1000,30.000000,0.000000,0,1,574,0,12,5
104,500,30.000000,10000.000000,0,1,490,0,13,0
104,1000,30.000000,60.000000,0,1,651,0,13,1
104,1000,30.000000,0.000000,0,1,824,0,13,2
104,500,30.000000,60.000000,0,1,504,0,13,3
104,500,30.000000,0.000000,0,1,497,1,13,4
104,1000,30.000000,10000.000000,0,1,561,0,13,5
104,500,30.000000,0.000000,0,1,565,0,14,0
104,1000,30.000000,0.000000,0,1,559,0,14,1
